essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
350,1,"dear local newspaper, @caps1 imagine world without computers? well @caps1't think computers great. first computer @caps1 meet new people. second @caps1 projects homework need to. lastly computer @caps1 basically find anything want know. read ahead discover think computers great. like meeting new people, do. wanted get new friends find anyone go school might @caps1 look computer. also nobody talk one time @caps1 go computer try meet new people. know time. lastly hurt anymore make friends talk people online. actually fun try it. that's think one reason computers great people meet. second reason computers great print something make project computer @caps1 help. science teacher always wants assignments printed @caps1 computer. also one day forgot homwork assignments ask friend online school website look it. therefore computers great assignments look ,better printed. last reason computer @caps1 pretty much look anything. example, say wanted find place go adress anything, @caps1 always check computer. also problem something house, car, bills, anything @caps1 always see @caps1 get hekp internet. lastly wanted buy anything could't find stare @caps1 get online. basically like said @caps1 anything. conclusion think omputers great effect life. first @caps1 meet people friends. second @caps1 projects homework. lastly @caps1 basically anything computer. that's think computers great @caps1 help alot life instead hurting anyone.",4,4,8
351,1,"dear newspaper, people say computers benefit society. think diferent. computers benefit society would think. help people learn makes work much easier. help prevent acidents, save lives. computers help people learn make work easier fact. type plan sedual. make presantation check email. things make work easier. tons things do. said help people learn. learn trillions things internet. learn everything internet quite amazing. could get medical degree internet. makeing work easyer helping people learn extent computers abilitys. computers prevent acidents anything moves. example cars millions road today practily drive selves. done computers. also planes, reason piolot case something gose wrong. thing trains. furthermore @caps1 completly computerized humans tell computer want do. almost everything moves within power computerized point time. makes world safer every one. finaly computers save lives, completly true. hospitals without computers people would dieing every day. use keep records, record vital signs asist surgery. surgery computers help haveing make tiny insision much acurate human sergons save lives. also computers mak sure operating room completly sterial reduces risks infection. see computers benifit society lot might think. help people learn make work easyer. prevent acidents reduces people going hospital. go almost garenteed survival. think now.",4,5,9
352,1,"dear @caps1, experts agree people go outside exercising three reason people go outside are: people lot exercising, hang friend family, people kid enjoying outsid nature. let explain, people kids days alot exercising. people exercising gran weight exercising all. also, parents kids spend day computer laptop weight. kids day, hard time exercising weight staying computer play computer game. agree kids adults hang frienda family. kids need stop going computer go outside offing friend family. might want consider parent need spend time friend family staying computer home. think people go outside enjoying nature. amazingly, people know nature know true meaning nature is! adult spend time going outside stayin house @percent1 world dont computer all.",4,3,7
353,1,computers people technology good thing have. technology call one. wiil computers go online. talk family friends. people us technology jobs like people work cars need computers see cars old. need technology. people need technology lot thin technology us. computers big thing need look lot things online need computers test on. call people technology us computers go online google.com need technology. call people.,3,2,5
354,1,"dear local newspaper, @caps1 years computers great invention. helped people learn information, communicate people, @caps6 invent technology. positive effect country. let excplain. computers positive affect country helps us find information school location go. computer helps find information science project faster going library looking information book."" @caps2 @person1 @num1 grade. case get lost roads computer @caps6 us get location. another reason computers positive affect country @caps6 us communicate friends family.""@caps3 cant contact mom email computer."" @caps2 @person2. also kids parents contact teacher email see doing. last reason computers positive affect country @caps6 us invent diffrent things. scientist easily invent kinds technology using computers."" computer helped us first make model invention start making details."" @caps4 @caps5. @caps1 years computers helped us almost everything. conclusion computer @caps6 us search information, @caps6 contact people, @caps6 make new inventions. also helped us wars. let computers @location1",4,4,8
355,1,"dear @caps1, think computer waste time, also help many ways. go computer really too. peple computer hours time, go computer bored want go outside. people made computer daster effective. people buy computers year. computers als helsp al ways, learn computer, find job compter, also shop computer. need find job go computer find job right you. learn computer. computer give much information unbeleiveable, look anything even ask questions. last, shop computer. say find something store looked everywhere go home go computer find looking for. but, likely going need credit card. think computer helpful waste time.",3,3,6
356,1,"dear newspaper, @caps1, computer alot. think one addicting, time consuming inventions todays society. yes, computers benefits talking friends family see often, school work, gathering information. oponion people reduce usage computers. sure, computers let interact friends family via e-mail, @caps2 messaging, social networking websites @caps3 @caps4. guess what? easily communicate old fashioned way cell phones, even writing letter. see? alternitives communication. exercise important days, people get enough it. know obesity, gone @percent1 since last year? thats fairly big percentage, want get bigger. people wasting away, staring computer screen getting sort exercise in, number get bigger. also, computers cause kinds medical problems. example, month ago back really bothering me. went doctors told one likley causes leaning foward togo laptop. ""computers also cause vision problems haedaches."" says specialist @caps5. oz. prevent issues take stand computers! limit use two three times week, use important reasons. hope really eye-opener negative effects computers us.",4,4,8
357,1,"dear local newspaper, writing computers affecting humans many ways. terrible, others bad. many average people staying inside day computer playing games, facebook interactive websites twitter @caps1. crisis interfering school, work, excersize. people day getting enough exercize work done. stop devastating pandemic! people staying inside day arn't healthy before. immune system making risk getting sick greater. cause people severe positions even death. @caps4 stay inside day every day, computer addicting take make important. order maintain healthy eat right good riding bike. @caps2 someone inside computer frequently, arn't @caps2 addicted something like watching t.v. playing @caps3, @caps4 addicted also interfere family events, sports. @caps2 youre computer forget homework, grades drastically making go summer school, even repeating grade. also @caps2 prepare sports make play potential. computers affecting every day people. reasons people affected computers, common.",4,4,8
358,1,"dear @caps1 @organization1, personaly disagree experts concerned people spending much time computers less time exercising, enjoying nature, interacting family friends. reason disagree computers folt people get exercise. buying computer getting computer free computer dosen't get that's choice can't blame computer people excerising. another important thing remember computers important help get educated. example computer class online people want degree different fields, click button change future career rest life. important reason help people learn different cultures ways life. love learning @location1 @location2 even terriable storm. thank listening opinon hope change's point living life without computers",4,3,7
359,1,"active limit, technology does.",1,1,2
360,1,"computers @caps1 society? question might answered forever. opinion might effect everyone world hope so. exercising, great way stay shape sit @organization1 day don’t chance stay shape. everyone fit eventually fat. whik sit playing @organization1 game everyon side playing park, swimming pool fishing lake. sitling @organization1 destroys life bot physically socially. lastly, @organization1 stop spending time friends family. also stop interacting new friend, old ones find new ones. lastly, sit @organization1 @num1 miss awesome @caps2 life waiting since remember. next time friend says go online school, say rather want get addicted.",3,3,6
361,1,"computers positive effect people. computers help people many ways. teach people history faraway places. also great way yourself. computers also another way comunicate people away houses down. computers knowledge added everyday. everyday go computer learn something new. search word @location1 instantly millions web pages fron new knowlage exciting things @location1. computers much faster go local library look book information need. also find diffrerent veiws perspectives subject online. depending website go get opinions certain places events, cannot find books library. computers amount knowledge instantly also opinions things. computers also entertain you. many entertaining website online go bored. books magazines read anytime want. like read check online, @month1 book enjoy free charge read. people like play games. computer find almost game want play. board games, video games, strategy game, adventure games, many many that. could go hours listing different types. like sports look internet find pages different sports. could find ways improve play play sport. like watch @caps1. also computer. @caps2.v programs put diffrent episodes online people easily view one click mouse. computer anybody uses it. computers help tech things entertain you. also communicate friends family. many programs let people internet. could send emails cousin half way across world. emails attach pictures files text communicate. various programs. im means instant messaging, means instantly message another person using program. put message away goes instantly reaching ther person trying teach. thse even communicate. make audio calls person using computer. like phone not.web cams make possible record send video instantly, also uses talk one video call. program connects friends family see thourhg video. computers great way comunicate others. computers help positive way. give access amazing amount information. you. computers also great way communicate people matter far away person is. would completly say computers positive thing.",5,5,10
362,1,"newspaper, feel use computers big deal. convienient way communicate, teaches young adults adults social life skills, different addictions. three reasons feel @organization1 under-appreciated. firsty reason feel @organization1 under-appreciated people think less time spend family, talk family, friends everytime @organization1. conveinient, fast, part safe way communicating. need help something, sit @organization1 fb chat someone, on, e-mail them. get answer within day. also look answer online, internet beautifully smart device. also call someone versus chating @organization1 @month1 idea are, also much easier trace call trace @organization1 certain location. communication faster, safer, conveinient @organization1. second reason @num1 help teach said life skills. example, know average, adult make @money1 know type good, fast? @organization1 serves many functions. facebook, example, social network, amny young adults learn basic social skills facebook. social skills play important role finding job first time. good social skills, boss @month1 like, apreciate more. lead promotion! computers nifly around! third, final reason, believing, respect, @num2 people blinded, people easily get addicted @organization1. hard become addicted @organization1. @percent3 facebook users addicted. compared alcohol addiction, @percent1, drug addiction, @percent2, @organization1 addiction microscopic, mention, deadly. similarity @organization1, deadlier addictions addicted, @month1 become grumpy asked stop. ""@organization1 addiction cured speedy recovery, long hour less day, nothing worry about"" says @person1, @num3.) @caps1 it, computers use major problem. conveinent communication device, effective way learn social, life skills, huge major source addiction. @caps1 nothing worry about. sit back look internet believe me.",5,5,10
363,1,"agree computers benefit society every one uses one one helps important stuff computer makes things easy. computers, give exercise way makes fingers move faster. computer best thing ever happend world chat friends family, print writing play games. get better research famous person google dead people look pictures. computer makes lazy makes wana sit never get addicting people others know meaning using computer. others computer would change mind. go myspace thinks tom talk friend family people diffrent town, state. also go google yahoo, facebook, twitter computer internet really fun give little exercise. helps school work, home work, research country, place, house, vacation lots things. people point enjoying nature good gets healthy strong get playing sports fun outside instead staying side day nothing staring computer screen wanting get sleep going side pretty much first opionion computers best!",4,4,8
364,1,"got mail! @caps1 computer filled emails distant relatives friends. without computers, would able keep touch people efficiently computers. past decades, technology drastically advancing, resulting incredible computers, computers type faster, communicate distant relatives, find information like ever before. incredible invention, computers allowed us @location1 things truly astonishing. begin, thrown away typr writers purchased computers. like never before, type faster, improve hand eye cordination, edit papers without help peer. first all, extreene amounts typing needed colleges, occupations, everyday list, computers made faster easier process. sure things type @location1 written using computer. secondly gained amazing hand-eye cordination skills. furthermore, typing reading time, trained eyes many @location1 things similar playing piano. lastly, spell check, able edit papers without using someone elses help! computer sense problems instant, even effective without doubt, typing documents aspect computers @caps5 one reason need around. another reason communication. thanks many @location1 communication applications @organization2, @organization3, @caps2 @caps3, communicate surplus distant friends relatives. example, sisters college hard communicate however, due @caps2, see pictures, instant message them, even video chat! without computers, able see pictures would never possible. secondly, email created fast, easy way update people schedule changes, ideas even sales specials offered stores! snail mail extreemly efficient way communication! clearly, communication aspect computers explicit reason need lives. last least, computers allowed us access information like never before. find facts figures, faster, easier, hundreds optinions, within seconds, thanks @organization1 search engines, find information need. mention, process exceedingly @caps5 type exactly looking brought exactly need! thirdly, many options sites choose from. example, type certain animal would overdose pages pertaining topic. now, possible find exactly looking for! question computers made searching information easier faster, exactly need everyday lives. conclusively, computers astonishing invention opened @location1 doors today's society. without computers would able type documents quickly, communicate, find information fashion. however, invention, computers allowed us incredible things. people across country expenencing efficiency using computers to! evident, computers effective, advancing technology society.",6,5,11
365,1,"imagine world full lifeless zombies obsessing technology computers, television, cellular phones? world know come abrubt end stop nonsense. computers cause obesity, lack interactment, waste time useless items. world can't set aside time such. planet run us humans take care necessities, die including beloved planet @location1. computers benefit society today. first off, computers cause major obesity like done already. obesity one brought health problems world. many issues cause obesity technology (computers) take big role it. instead sitting computer day, something lot productive taking walk starting club (adult children!), help neighbors ect. teach hand eye cordination teach us stay fit! computers play big role obesity factor. adults, know much obesity matters. children future nobody would want future leaders known widespread obesity. never theless, computers take away ""bonding"" time family friends. adults children alike lacking social needs. verbally physically interact ith ""online friends"". wonder families days turning way source cause computers. anyways, people spend much time computers people waste much time computers losing jobs like dropping flies. unemployment rate high suppose ""don't enough time"". time devoted computers took computers lives, would @caps1 time such. one wants ""stay home"" unemployed loser themselves. end, computers benefit poorly run society. cause obesity, corrupt social needs eat people's time away, @month1 think computers allow others ""chat"" online ""online friends"" provide physical verbal social needs results low self esteem. newspapers keep publishing articles ""benefits computers."" people soon stop believing non sense eventually stop purchasing newspapers. nobody wants read lies, they?",4,5,9
366,1,"computers, computers, computers, hear today. new websites, chatrooms, games much more. agree experts think spend time outdoors friends family. computers take peoples lives, know looking facebook @caps4 know almost anything them. lunch...,@caps1...,@caps2...,@caps3....computers taking lives. believe people bring computers everywhere go get @caps3 chances getting keep clicking keep finding new stuff. say computers cool device limit. @caps3 @num1 looking @person1 said @person2... got come back earth spend time family. @caps3 might cool device meen safe post stuff on. facebook & @caps4, probably two dangerous sites on. anybody could type @person1 get @num2 maches find eventhough know them. people always say are. people could say taht @num3 year old. leaving college really @num4 year old @caps6 getting ready enter senior center. trust anybody. days even leave house. shop, talk, @caps5 taxes, bills, vurtual life @caps3. pretty soon @caps6 kind human become together @caps3. computers probally smarter system humans do. saying limit time @caps3 thats spending all. know know think computers need seen less throughout human day. also taking lives, dargerous, even leave house make living. hope take thoughts consideration. thank you.",4,4,8
367,1,"@organization1, @caps1 lot positive things technology, especially computers. computers gives chance communicate people around world; also computers gives opportunity go educating websites, last makes easier shop pay bills. talking people around world interesting. computers help that, using internet. learn almost different people cultural background, even talk friends families live cities, states, maybe even countries. yes, people might say cost much, that's really one ime price. computers helpful students well teachers. reason students get homework help educating websites. hand helpful teachers put students grades online kids bugging what's average certain class. yes, know bad unappropriate websites, lot ways block them. example @caps2 @caps3 needed lot help, teacher told website called studyisland going everyday boosted grade @caps4. computers give chance get bills paid shopping cheaper price. ways things buy online could come days late; think much time money saving ordered offline instead going store. also helpful people disability. they're lot positive things computers. give chance communicate people across world, gives chance go educating websites, last helps pay bills go shopping. local newspaper computers big benefit society, without lot things would'nt possible.",4,4,8
368,1,"dear @caps1 @person1, computers helped us many ways. computers helped children adults learn, increased amount jobs computers helped law enforcement well. yes, i, agree people spend much time machines, mean helped us. computers help children adults learn much. children use computer re-search homework they're even research thing fun. adults school educated computers help make discoveries space, human body, etc. computers teaching children, they're part making new discoveries need taught children. right economy well. ton people jobs can't support families. imagine many people would work computers. @percent1 society works computers. means @percent1 people jobs. computers give us knowledge give half us catch members society wrong. computers helped catch law enforcement little bit @num1 years. yes, crime gone past years, computers helped us catch criminals. computers store massive amounts data, means story already arrested criminal's finger prints, pictures, @caps2, previous record, etc. help us catch criminals. yes computers helped us ways one. computers helped children adults learn, increased amount jobs, helped law enforcement. even people spend much time thse machines, decision look much computers helped us. make right decision let technology continue edvance.",4,5,9
369,1,"use computer? one house? well, average household owns two computers, good, @caps2 computers taking valuable time away hobbies, nature, real-life. first, computers take time away hobbies friends. friends spend @num1 hours computer day could playing. sport hanging out. also, computers become center lives. people ask "" @caps1 online @time1?"" answer ""@caps2 life revolve around @caps3."" @caps4, computer takes time away nature. people dont acknowledge beauty outdoor. lives orderly, need wilderness even @caps2 helps us appreciate appreciate special planet computer take away! third, computers take us away real-life. people dont know face-to-face conversation, know communicate email @caps5. acknoowledge getting away real life relaxing people dont know side stomp goes letter. @month1 old-fashioned, believe people put heart something can't email. conclusion, computers take time away real-life, nature hobbies. plus, get arthritis hands type much.",4,4,8
370,1,"computers becoming household item @location1 around world. problem through, people believe computers benefit society. opinion, computers @caps9 thing everyday lives. internet allows us communicate friends, family, people around globe! various programs help keep files things nature organized updated. finally, computers @caps9 resource researching projects, reports, homework, anything else requires information complete. world large place many people, places, regions, countries. families sometimes move far away families friends, want keep contact. post slow costly service, internet cheaper quicker! im's, @caps1 @caps2, use one fast cheap ways. allow send message receive message day, anytime, place little hassle involved. another way use websites like @caps3 @caps4, allow update ""status"" wall everyone friends list see comment on. final last way using webcam, enables see person end ""call"" also hear voices. best way, opinion, instead sending text pictures explain everything way limit much say. many people noticed world organized place. computers help organize many applications programs like @organization1 apps, @caps5, document folders. @organization1 chain apps everything writing documents making spreadsheets making presentations even making fliers special events. apps basic starting business promoting invention. @caps5 mainly centers keeping information stored organized files however wish @caps9 quick access them. parents adults know always say ""organization key success"", @caps5 definetly helps. final basic way computers help organization document folders. little things come handy need save something quickly bu want keep organized. name it, click save, bada bing bada boom done! importantly, computers come handy researching projects something else requires lots up-to-date information. books take days @num1 days research, create, organize project data. gonna now? could hand late, yet trouble. fast reliable internet comes need know difference @person2 @person1, use search engine @organization2. question @caps7 @caps8, use @location2. anything @month1 need tips fingers, little help computer internet course. conclusion, would like state computers good thing society, @caps9 thing civilization! communicating friends family around world organizing everyday lives helping us research important topics, internet computers @caps9 way help lives opinion. agree me?",5,5,10
371,1,"@percent1 world today, use computers. although @month1 spend time computer, contact family frinds, exercise brain, time enjoy nature. ever heard email? well contacting source use contact family friends. also sources use conact family friends. example, facebook, myspace, twitter. even though computer, still this, always call them. remember time called aunt cell phone, wasted minutes. something simple could've done email. computers good point it. know online exercise brain? learning new information learned before. instance, sister needed help science, could go online, learn information it. experts thinking much time computer, useful others, helping gain knowledge. computers even help get online, tutoring, exercise brain also. know enjoy nature anytime? @percent2 world enjoys nature. think wait later? also people like different seasons might want stay homes. example, snows. think nature good, think others want much. also know apart nature, nature part society, seasons change lots od bad weather. conclusion, computer good sources. although @month1 spend time computer, contact family exercise brain time nature.",4,4,8
372,1,"dear newspaper, think computers good effect people. computers helpful many gives education, interact many people. computers helpful many people. working computers give people extremly well hand-eye coordination. dr. @person4 said, ""in recent surveys tests, noticed major increase hand-eye coordination @percent1 thanks computers. ""computers also way people learn type recent survey @organization1, @num1-more students know type, thanks computers. computers helpful business people creating power points. instead making really big poster board @caps2 @caps1 project, made power point instead much easier. computers helpful many people. computers used many schools help teach students new things. example, students learn interesting places never knew about. ""@caps2 friends moving @location1 idea like, is. so, looked internet found much cool stuff it, "" says @person5 computers also teach students new cultures. @caps3 @organization2, @organization2, @percent2 students learned @num2 new cultures one year, thanks computers. computers tell people interesting places, interesting people. never knew president @person2 @num3 brothers, gre @location2, you? computers used schools help teach students new things. computers used many people interact another. using computers easy way talk friends. using instant messenger free! parents pay annoying phone bills anymore! recent survey done town @caps4 @caps5, @percent3 people thought using computers talk friends alot easier. computers help people meet new people online. habe ever heard dating sites? well, @person1 say it, ""@caps6 wonderful! @caps2 husband met online together @num4 years."" @caps7 faw away cousin call write letter expensive? well don's worry anymore talking distant relatives online free! ""@caps6 much easier talking people online."" says @person3. computers used interact another. computers good effect people. helpful, used give education, used interact another.",5,5,10
373,1,"@month1 @caps1, recently heard argument effects modern day computers society. people feel positive effect, learning new information, interacting chatting people. others feel society devoting much time computers, feel people spending less time exercising, enjoying nature, family. feel people devoting computer. people think things internet true, they're not, @percent1 teens across country addicted computer. first, things posted internet always true. posted anyone, whether true not. friend found website detailed information essay. turned in, teacher gave back following day. big red letters said ""false information"" @caps2 gotten information book. pobably would've gotten ""a+"". second, @percent1 teens living @location1 become addicted using computer. friend obsessed facebook @num1 @num2 on, daily. began failing classes. homework, study tests! failed @num3 grade. happened addicted website. agree statement experts concerned people spending much time computer @caps2 want continue healthy lifestyle, avoid becoming addicted computer, limit yourself. make smart choice.",4,4,8
374,1,"dear local newspaper, believe people uses alot technology computer good, technology affect adults even children. children go chatting websites facebook starting see difference grades. found children gois face book starting turn home work grades going completly down, heard student say got face book stoped homework reading grade dropeed @caps1 @caps2 average much focused computer school reading. belive computers really addicted people first time get website go's day twice day computer sometime connected let go. people allow themself chat online also dangerous thing, young females males think exciting chat one different state city exciting dangerous. chating online dangerous person talking could murdered people could kidnapped kids could wanied know chat lines dont put fear name, could put false picture, unknown age that's cases something go missing didd'ent think started chating. another reason using computer bad lead strong distraction family instead sitting asking family thier day rush go computer. computer also lower test quiz grades computer maximum hours need studying huge exam next day fail theres one blame addiction usage computer. conclusion @percent1 people affected computers good thing could miss day work tired exhaused energy wasted stay computers unless educational.",3,4,7
375,1,agreed people shuld computer lot going said way. first reason @num1 old man going wit kids going eyes problem thas way shuld computer lot. secon reason going problem wit wife found talking another woman online lot people wife found cant wit woman. teard reason kid like going fun going friends computer problem came go going wit family lil sister said playing wit her. thas shulding lot computer.,2,2,4
376,1,"@organization2. hey name @person1 i'm @num1 years old go @organization1 @caps1 @caps2 going talk expert people saying computers effecting society. technology believe computer positive effect people. people use computer, everyone agrees benefits society. people think computer benefits society, @caps3 people learn also could talk people online dont got cell phone talk could also research places wana go vacation could see look. computer one best things inveted, bad people want search direction vecation places cant hard people dosen't got computer find out, computer dosen't benefit society. support advances technology belive computer positive effect people. computer one important life @caps2 behind classes could research study home learn it. lost cell phone talk friends online parents dosent wana take shopping go shopping online easyer look fourwut want. people learn alot computers, computer @caps3 world. could see earth, space city wuts going internet computer dosent effect society dosent effect society makes easyer. give people ability learn far away places people even allow people talk online people. dont know @location1 thing knew hot searched abot @location1 like cool/park alot fun things could want vacation things true. online great place chat friends family could keep touch. expert people concern people mouch time computer instead exercising. @caps1 people spend alot time computer exercite go family play sport shopping walking thats exercising bee computer @num2 still exercite play basketball time morning till afternoon health portant. see exspert people might thing computer effecting us world real easy find direction places wonder full vecation help us study @organization1 could apply jobs @organization1 online computers helping us.",4,4,8
377,1,"dear readers @organization1, @caps1 imagine life without computer? no? well that's trying change. millions @caps2 spend countless hours eyes glued '@organization2, @organization3 @caps3 monitor screens. spending much time sitting one space healthy, people get enough exercise get chance apperiate natural world around ever changing. teens even small children get lost cyberworld use school time wisely study homework. internet also dangerous place growing computer use maximize problem. begin, obesity rate @location1 growing rapidly, recent study done @location2. goverment shows @num1 people weight @num2 people obesity. @caps4 could decrease obesity rate healthier happier exersicing getting more. spending time glued computer screen increase chances becoming weight. secondly, time spend cooped inside less time get enjoy nature. natural world ever changing, miss lot amazing opportunities hardly ever step foot outside front door. execive comouter use wear quicker normal, old word computer go get @organization2? landfill! use computer faster trash it. every @caps5 threwout one computer year would @num3 million discarded dells, gateways, macs, would living trash. @caps1 exesive computer use ruins environment, hurts health! waiting for? go run outside! ride bike! give computer break. finally, growing computer use increases amount internet predetors, odds child could tougeled skyrocket. kids computer okey the, internet saftey level drops. could children watching inappopriate videos youtube cyber bulling @caps6, could giving personal information people even know without realizing myspace facebook, @percent1 kiddnappings possible information found computer. want thing like ever happen family? think so. get comfy computer chairs take walk. limit internet computer use, hurt you, theres gain. thank reading support rapid advances computer technology.",5,5,10
378,1,"dear local newspaper, heard controversy computers benefit society. based opinion, become clear beneficial help us keep contact, complete daily work, give everyone fun time. world without computers society would completely lost. first off, one contributing factor computers help us keep contact. one person simply send email click button. however, device around, would use postal service telephone, cost money. want computer? happens hurricane abroad, family idea presence? need check email internet realize danger in. calling somebody risky could able ansuer reason. situation like this, computers became essential everyone. clearly, ability contact great reason computers need kept. secondly, computers help us complete daily work. almost everyone works week, @month1 realize it, get help computers. let's say man women ath theiroffice need create power point order share companies new brand. he/she needs turn computer begin work blink eye. without device, would able do? would complete work? need @caps1, @caps2, laptop obviously great work. lastly, computers give us ability play games browse internet freely. go home, usually go straight computer like teenagers do. easily check scores last nights games, listen music, play solitaire myself. dont need turn @caps3 wait throve . tiresome commercials. need grab @caps4 throw boombox. need grab playing carols set game up. need computer. without doubl fun helpful computers games help us out. although say computers needed help us throughout lives. based opinion, become clear beneficial help us keep contact, complete daily work, give everyone fun time. facts one final solution, keeping computers society.",6,5,11
379,1,"believe computers great effect effect people. people around world use computers talk online people, give people ability learn faraway people places, also let explore internet computers great influence lifestyle. computers allow people around world interact friends family. websites allow myspace, facebook, @organization1. facebook take picture place web page. relly quite easy. also, @organization1 chat best friends actually see doing. want going need webcam. @organization1 think wonderful resource. relatives @location1 get see year. help computer interact year round. computers make people faraway places learn culture ways another person's lifestyle. ever seen commercial little boy talking father computer. well, commercial laying eating @caps1 cookie. talking computer dad same. time father son dip cokie glass milk, eat laugh. felt time wonderful moment even though opposite directions two still great time. think one computer. exploring internet computer do. play really fun games rainy day bored. look happened one favorite basketball games. many points @person1 got fantasy team. also, school check grades see got last math test quiz. example a's one @caps2 math, would know would need really study next test get it. help internet, do. so, know wh computers important part society. computers allow us talk online people, give people opportunity learn faraway people places, computers also allow everyone explore internet. see now, computers great influence lifestyle.",5,4,9
380,1,"@caps1 sound light bulb going head. learned something new! yipee, internet computers, would read boring textbooks. computers good effect people teach much valuable information, answer question @num1 seconds, also give communication entire world! imagine this, need know third president @caps2.s was. going go computer save bunch time? going walk miserable books? geuss what... capital @location2 @location1, constitution @organization1 says person right to, @person1, one @caps3 greatest, assasinated car. internet, known that. @num2 @num3 websites internet educational value, @person2, technology major @caps4 recently said, internet huge chunk education, computers know things today. packed much learn, useful to, forces much info them. lila, technology major said, ""@percent1 people communicate computers, @percent2 phones, @percent3 mail."" @num4 @num5 people age nine, email. incredible numbers emails sent everyday. would like withour computers? think numbers read, isnt incredible? computers good effect people teach much valuable information, answer question @num1 seconds, also give communication entire world. take step back, notice valuable something really you.""",5,5,10
381,1,"dear local newspaper, people getting hooked computers. say computers best way benefit society. first off, @caps1 spending less time friends/family time looking screen. also, would much better bodies minds go enjoy nature instead. lastly, get addicted computer. reasons computers benifit society. first reason includes friends family. people neglecting spend time loved ones get next level '@caps2 wars.' @caps3 really want future generations growing up, looking blankly computer screens? know want that. lknow personal experience. young, visited cousin @person1. would get see quick '@caps4', held escape room continue clicking angry computer. point @caps3 can't replace family friends computer screen. right. next argument computers @caps3 bodies minds. best way take care things @caps3 nature. unfortunately @caps1 getting outside wack exercise due computers. fact almost @num1 @caps1 say spend time computer anywhere else. @caps3 good way spend time. need solve issue @caps1 make switch nature computers. fresh air, trees birds much better screen, couple clicks, hum machine. third final reason @caps3 addiction. many people getting adicted things finding computers. addiction @caps3 sericuse matter need fix. @caps3 pointing lazyness lack intrest anything else. know personal experience. brother first got computer literally locked room days. almost week socialize beat personal best score game. @caps3 way treating device. so, know see computers positive impact society. first computer @caps3 ruling family friends. also, nature @caps3 becoming less less priority computer mind. lastly becoming worldwide addiction. thank deeply considering arguments offer. know majorly helps people keep touch globaly, ways it, mail.",5,5,10
382,1,"dear local newspaper, @organization1's benefit society imensely. help us learn far away places, help us school work let us communicate people online. need computers. computers allow us learn countries, people, @caps1 etc... would learn places might want go vacation? would learn places want see, places want stay away from? need computers this. would never even know countries werent computers. next computers help us school work. sometimes get project spend involve research! computers make whole lot easier us. also instead lugging text books school home back, use online textbooks. give us extra work, waste everyones time. instead wasting minutes talking phone, chat online. wasting minutes wasting money. wants that? besides using keyboard chat friends help future. @num1 @num2 studens, say prefer talk online call someone. computers benefit us easy aces info. computers lot easier help us school work, textbooks are. lastly computers let us talk people online. without computers everything would much harder.",3,4,7
383,1,"dear @caps1, @caps2 think computers good providing us useful information? @caps2. one reasons agree use computers. reasons are: provide us information learning, allow us communicate people, provide entertanment. however, @caps2 understand someone would oppose than. let explain point view. whenever need @caps2 know something know about, go computer look up. many seach engines @organization1, @caps3 @location1 allow us input question phase gives us links websites hold information topic trying learn about. another way computers help us learn download install software help us things like learning forgian language even practicing math. example, grandfather wanted learn speak @caps4 time go classes. ordered program teaches speak @caps4 home. another reason think computers benifit society allows us communicate people. one way social sites profile ""chat"" friends typing want say. another way video chat. webcam see talk people. think important @percent1 people computers leads people become ""anti-social"". also helps connect old school friends relatives far away. @month1 actually improve people social shy. @caps2 like music, movies, more? well axcess computer. yet another reason computers benefit us. going somewhere think kids bored @caps2 (if laptop) put movie watch. another way computer provide entertainment let us listen music. ipod @num1 player download music computer. also provides us entertainment interested playing video games. entertainment everyone. even though support use computers understand negitive effect many people. things are: people stop excersiceing become weight, @month1 become less interactive people, @month1 spend much time fresh air. conclution, think computers benefit society. reason think are: provide us information, allow us communicate, provide us entertainment.",6,5,11
384,1,"dear @caps1, @caps2 think computers possitive effect people? know @caps2. computers good many reasons: @num1 reason people learn far away places; @num2 talk people learn culture @num3 teach hand eye coordination. first taking want learn going. computers help that! also want find good hotels use computer that. need transportation log onto google type looking for. project school something different area world log onto skype, facebook, @caps3, @caps4, website you. @caps2 many things talking freinds internet, as: find school assignments, find due dates, make dates many wonderfull things. hand-eye coordination important. computers help that. drivers need good hand-eye coordination; plan big insurece bill. good hand eye coordination going hard time lot stuff. thats computers good thing society. learn going, stuff need get done, even become better driver.",4,4,8
