,essay_set,essay_id,essay,rater1_domain1,rater2_domain1,domain1_score
355,8,21156,cloudy nothing sad among friends circle friends spent whole weekend together heading home among group young known group three years three years shy something changed group called teenagers even collage students us though last year would kicked church meeting together made weekend best last boys comfortable around girls much fact going make deal us deal car ride rubbed backs would rub feet girls thought crazy idea time went foot rub seemed really good three pairs made boy boys sat second last row car girls sat back rubbed back okay girls besides sister know best perfect job moment giggly time girls relaxed time boys boys falling asleep girls laughing hysterically since feet right beside boys rub easiest way wake kick caused laughter alert boys enough foot back rubs needed find something new laugh make time pass faster leader gave us bag candy hearts little messages candy hearts could entertain us hour half would pick one randomly bag hand someone ended giving candy hearts said confused caused laughter accidentally gave one said andrew got hearts multiple times said beginning become boring found new way make candy hearts entertaining would read heart give someone saying someone else kyrene gave one saying said whenever one said would give saying earlier said thought moment numerous people thought said thought moment try make giving candy hearts ended hugs goodbyes laughter retold inside jokes phone numbers exchanged trip ended well everyone felt little bit closer could hug person could get person phone number something us changed could little closer experience would say laughter one element get laughter need love laughing love people car would laughed say laughter shortest distance two people believe true think love shortest distance laughter love shown statement laughter shortest distance assuming laughter cause truth effect love cause laughter laughter cause love world would doomed never know either without love laughter,20,20,40
356,8,21157,sound someone hears something funny said person begins laugh funny thing heard someone else laughing whole room begins engage laughter happened many times one time remember began making strange noises normally make sound bored want start conversation never laughed made sounds like moment changed way laugh today date birthday decided party invited two best friends tag along love laugh fun inviting brainer immediately decided favorite water slide park grand slightly sized large funnel flashing red lights inside went adrenaline pumping veins ride would end leaped inter tube rush stairs waiting line held talked chatted sang yelled likely annoyed every person line finally got top stairs became awe lifeguard gorgeous looked wee little leprechaun stifled small laugh got ride asked turn inter tube around could go ride backwards began talk help smirk began flirting us saying manly voice want ride ladies said first break hold anymore awkwardly cackled pushed inter tube slide laughing hard even paying attention ride hit dude looks like screamed ride ended thought second undoubtedly went truth told look like began laughing throughout ride made strangely abnormal sound made noise sounded pig tail yanked almost shriek squeal happened seriously note best friend always especially something embarrassing job poke fun one strangeness course first say heck followed expression began laugh started making even unusual noises started squealing snorting hiccuping still laughing crazy squel got inter tube later fill decided go wave pool course agreed speaker system area started blaring song go gal comes breaking song began singing joined got chorus throw hands air sometimes said throw banana air sometimes totally make song said began thinking different lyrics could say song first knew exactly say fill chorus decided song needed lyrics harder think decided make song food way eat much fun eventually came entire song people staring us screamed world terible noise arrived began laugh joined harmony rude interruption continued laugh sound joined laughing night went bed humming tune new song loud whenever hang begin sing song sometimes even dance people still look us strange start laughing start making sound,20,20,40
357,8,21158,took one change whole purose two things made ever thought could one girl realized one see hear emotions describe something live looking back three months changing events laugh fast turned started heading right way also one girl bring church keep relationship moving strongly part movement last forever moving perfect path eternity eachother ever person made overwelmingly happy caused change plan forever found things earth explain whole purpose earth first time ever saw girl like instant shock body felt like needed like something whispering ear go get one day talking friend girl get head told going talk nothing going stop said class thought together like relationship intense thought looked said actually think guys would perfect together said said sweet talked day better expected needed back though different friend come talk friends saw hall started walk got friend kept walking thinking head great friend alone seven girls trying look best could look actually pulled actually thought attractive love first sight know tell getting close got license looking forward going look like looking really good found job ice cream factory waking four best way start still wanted impress met guy named asked wanted study bible knew went church wanted two months went church thing baptized got back baptized us love building us better date started dating wonderful moments never forget look gave like fire burning eye love going beach driving around fair rides picking never letting go still love burning inside us went house lost track time noticed going late getting home rainy night saying good bye parents giving big hug ran door got truck took see well corner popped started slidding across road tree moving toward hit tree mid flight time slowed way thought one picture popped head face landed big screaming sound got fast possible came cuts bruises thank survied crash lucky die main oint think put earth thats sticking times like make realize amazing laughing laughter change around finally said love girl together day,15,20,35
358,8,21159,cousin boyfriend dating three years planned special date anniversary made reservations take walk beach wards small step ordinary date biggest day life late evening day would ask wife pulled house precisely five clock pm hands held bouquet roses handed beautiful girl dressed white pink dress matching pink heels hair done fancy speechless handed bouquet roses placed water escorted steps car number one start car utter embarrassment asked drive car dinner giggled assured mind arrived sad find reservation double booked couple arrived moments despair set search something else everything else seemed full decided favorite restaurant good forty five minutes waiting seated lucky enough get window seat ordered burger fries seafood fan contrary loves seafood bowl world famous clam chowder dinner finished excused use restroom left getting knocked spilled new dress creating brown sticky mess cleaned best could almost use far bad worst still yet come came pay bill began panicking realized left wallet car face turned bright red watched girlfriend pay bill good thing go thought ready go home determined propose begged walk beach watch sun set agreed step heart began beat faster throat dry hands sweat body shake sat warm sand talked ten minutes finally really ready go last chance reached pocket pulled lone ring got one knee ring fell sand getting dark minute two frantic searching gave began cry confused thought crying wanted leave soon calmed told story supposed perfect proposal perfect girl turned worst life laughed made think mocking continued anyway wife tears joy said long day adventure like tonight time mention story bust laughing even though funny time ever since many hilarious embarrassing stories laugh,21,25,46
359,8,21160,another warm muggy best friend decided go friend house soon walked three mile walk get house realizes forgot phone charger house want walk way back house ride either none us license yet parents home start brainstorm get back house retrieve cell phone charger suddenly heard loud bang come backyard old rugged shed back dark corner yard go check see noise open shed one dirt bikes fallen pull dirt bike old spider web infested shed got light bulb heads suddenly looked idea smart figure ride dirt bike three mils back house main roads fine tells idea says bad idea mom home want us getting trouble phone charger repeatedly tells us put dirt bikes back next thing know bike front testing around neighbor hood tell since one dirt bike take ill follow bike next thing know side side riding dirt bike bike busiest road town pitch black outside go ill meet yell takes road mph im yards behind suddenly see white figure start creep driveway cant quite make suddenly see flashing red blue lights try warn shout yet far away hear since pitch black outside lights light whole street tries loose going side road match charger cop car hands bike back jeremys house get run scene crime see whats happening keep distance act like know cop cuffs standing behind cop car cop goes back car write ticket see shadows street light throw something bush since dirt bike ride cop calls tow truck take bike cop gives ride home tickets soon leave scene go check see threw bush chew minor grab next day home parents work bring chew starts tel us mom punished suddenly heard garage door start open mom home work hand chew run backyard fence tells tell many people want everyone knowing already talk town,16,18,34
360,8,21161,day like going chess club challenge board one holder never piercingly met new club knew play best would lose entered room hoping see holder blue baseball cap blue shirt pair blue jeans pair black shoes hair dark shoes looked brushed years skin pale wondered could go sun way block board set ready clock clock hour side walked even seem notice spoke guna beat fast know guna lose sat staring like insulted scoffed kid think beat guess never really thought unsure would mater playing absolutely sure going mater soon please take seat begin matches coach called know rules black player start white clocks talking said name name hit clock expecting like lightning move moved piece bad move called pointed moved piece turn coach came clock pressed buttons even look like cared game board ten holder could beat board one holder set clock clock showed fifty fifty five already time game even really began picked kings bishops pawn moved one square hit clock like lightning wired moved weakest piece board stop think vary long time felt like looked clock see time terrible sitting ten minutes even moved one lousy piece picked king pawn moved two squares hopping anything could hurt game hit clock sat must half hour got went bathroom came back checked one game done kid know asked kid know odd get back game still moved minute thought problem breathing let yawn moved king knight pawn two squares hit clock weird fools think minute piked queen brought way one square front rook pawn said loud voice started laugh first confused beat said every one play first time opening started laugh time joined laughing beat said first one see could win first two surprised thought time really giving people games know started laugh coach came saw said good job walked away said start new beginning quit board one someone beat walked coach must told wanted board one board one new friend board two,20,20,40
361,8,21163,laughter shortest distance two people many people say laughter key life laugh fun person around many people believe laughter important part relationships opinion think laughter important also lightens mood awkward situations laughter also makes people happy personally would rather around happy person one days ago mom sister decided go bowling alley three invited go along women attend attend made reservations arrived first sat waited minutes finally seen friends walking ran greet show sitting friends started getting bowling shoes counter ventured towards us friends got began bowl total three everyone mom sister three one lane us two friends first game bowled normal game usual everyone getting strikes except getting pretty discouraged second game around decided change rules little bit round could bowl like normally time turn come new way new position sending ball lane awhile everyone running things try people started laying sitting bowling balls sending different ball lane really hard towards end second game everyone tired arms hurt fingers last frame got picked ball wanted use waited people next get done turn went bowl got ready brought arm back flung ball lane fingers let go ball dropped whole side bowling alley busted laughing embarrassed face beet red horrible next turn brought ball back brought forward literally threw lane fell floor laughing head funny night far best night quite long,20,19,40
362,8,21164,laughter usual used many different ways release tension appreciate funny joke maybe express giggly mood find laughter key close relationship people could persons laugh personal every time someone laughs thinking look say next fill awkward silence guard completely instant growing father proven fact relationship based laughing problems difficulties one another away although good relationship relationship always silent guarded one unsuccessful bringing humor relationship proves point laughter humor two important things creating bond two people ever since young girl father always close begun realize whenever speak adult anyone really know everyone always seems know might humor maybe older women find attractive maybe nice either way popular whole life also ever since known never much serious type guy make sort humorous comment joke matter circumstance matter sad enraged spell adolescence hormones mood completely change shown power laughter relationship however always rocky one several reasons sure one believe never capable laughing together enjoying see comes things done bit differently laughing fooling around instance considered disrespectful immature everyone act properly children respect elders married introduced sarcasm jokes never got reaction looking since never connection laughs humor felt guarded around never able feel like express around constantly feel judged awkward allowed see effects absence laughter human beings laughter emotional personal like crying immediately allows feel happy sort like drug get someone laugh allowing open small way opening good reaction received begin create connection laughter relationship two people tends get awkward neither person feel comfortable opening since daughter tend apply jokes way tension someone upset want immediately solve problem make laugh someone said laughter shortest distance two people interpret quote laughter one everyone enjoys either build keep relationships going one always c mon guys laugh little,20,25,45
363,8,21166,day fun one heard really bad news none us even close smiling none us even people always see smiling serious look face bad day one friends great idea going online find something cheer us truly amazing idea spent hours computer sitting looking ridiculous videos knew trying make laugh day started bit better went back bit people left go home three us still house sitting watching show loved came psych new episode great day turned show full really puny dumb humor fit three us laughing good time laughing show asked funny kept laughing five minuets laughing finally stopped asked darn funny told us laughing laugh sound really weird started laughing could laughing laugh soon realized hard stop turned okay day happened ever bad day bring day laughed selves ten minuets day better,15,16,31
364,8,21167,recently fortunate enough meet uncle never consciously met major part learning family met uncle legitimate comedian aunt known since could remember father local restaurant called three siblings allowed peer siblings joke talk bring forth feeling nostalgia stepsister degree nonsense presented much greater magnitude could ever fathom everyone constantly state laughter stories shenanigans father brother managed get one point started hard time breathing stories together bad jokes distributed made understand family long line relatives inherited gene forces us tell bad jokes even inappropriate plain stupid jokes realized children telling bad jokes dined couple hours dad leave home needed taken home family tomorrow planned day exploration plenty stupid jokes exchanged woke next day got dressed prepared laughter aware would keeling met uncle aunt well uncle girlfriend set towards fish hatchery believe jokes started slow everyone tired still waking rest day trip arrived hatchery began feeding fish pond watched fish swam around concrete canals least twenty minutes progressed hatchery soon returned car made trip parked outside could hear beautiful sound rushing beautiful really needed pee walked along paths eventually climbed outlined path get get closer view enthralled tortured thought using restroom able hold shortened visit inconvenience everyone else obliged remember pure natural beauty visiting going tourist friendly town drove nearly lost mind saw alpacas anything first found restroom later agreement get something eat themed restaurant obvious choice decided satisfy hunger fine establishment seated us host nice young woman scanned menu something sounded appetizing found restaurant winner tastiest burger awards falling temptation order one burgers regret one best burgers ever delight eating satisfying hunger plaguing us group began browse gift shops silly novelties carried bookstores art galleries shop sold nuts spices came upon cream shop walking around day cream best thing mind time peculiar flavor berries yet try significantly better flavor got cream uncle began share stories visiting quite honestly wish could gone back sounded like grand city plenty places explore sadly could goal eventually visit living finished cream made way toward car drove eat good restaurant dined stomach full exquisite food almost entire day tasty savory delights uncle day wish would visit often good time little expedition across plethora bad jokes stories along,20,20,40
365,8,21168,late like usual bus barley time sit moved saw friends sitting seats directly behind one stopped said guys make hard choose smiled sarcastically sitting behind motioned sit gave quick smile told would turn around talk smiled leaned head seat gave five minutes quiet started talking time arrived middle school swell time fine soon bus left middle school uproar laughter everything said made laugh everything said made laugh left middle school though little sixth grader came sit front us boy annoying kept turning around giving weird stares asking us many joints smoked course made crack even blabbing stuff biology book talking notes boy obviously thought talking joints well one smoke try let ever come near thought absolutely hilarious thought meant joints sitting left head seat crying laughing hard seeing laughed even harder sounds coming us silent deadly laughter boy still turned around stares added eyebrows soon passed fruit packing company started taking us trying learn faintest idea saying us neither course know talking either leaning isle talk native speakers also watching us huge smiles faces comedian decided start talking could know sixth grade course quieted right speakers howling laughter mean shedding tears time got bus got decided check ol looked like trying sleep gently nudged looked personally forgotten back got stop k need doctor asked confused grin face tried talk laughing words came pea soup k really scare retorted serious face come suppose scare freshman scare sophomores sophomores juniors juniors scare seniors explained laughing still sounded like pea soup still scare personally belted laughing put face seat lowered head could see eyes eyebrow thing move eyebrows one side forehead wave motion thought making laugh outburst made even people look us mean attention fine boy still would interrupt blurt bueno bueno would look course soaking attention think insulted mother pointed care point happy mood going let someone even know ruin looked see stop coming really something think back done together bus famous disappearing bus driver ride hilarious day proof reading paper bus ride good times told getting bus laughed finally bus reached stop crossed road headed home fun decided look back bus saw boy starring lost,20,15,40
366,8,21170,met best friend kindergarten time shy looked one another comfort little know acquaintances made would soon blossom wonderful friendship full good memories plenty laughter last family took trip grandparents house grandparents usually used house year home parents decided take advantage empty house siblings twenties busy college parents invited attend excited first time together many activities planned wait show around downside trip would driving would car hours known since used go lot little brought along notebook could draw write time got notebook filled cover cover drawings funny sayings quoted odd kind humor think everything funny together ridiculous thing burst laughing one know finally good hours later arrived late though unpack therefore showing around next day mean night exciting backyard house pool house order keep someone home one grandparents rent pool house parents known man named lived pool house none us met heard stories brother lived main house attended college night mom asked go get dad back yard dinner ready dark outside made come got outside saw dad introduced looked exactly imagined red shorts shoes peach colored shirt sandy blond hair pretty scruffy looked like big beach bum quickly made way introduced pretty nice goofy throughout whole conversation keep straight faces said go wanted teach us handshake made stuck hand curled index ring middle finger towards palm remaining fingers sticking pinky thumb gestured us thing told us stuck hands center standing tapped pinky thumb pinkies thumbs said good evening ran back pool house odd funny dad still occasion next day took downtown showed around way back stopped inside craft store ever walked looked like average craft store explored little noticed huge section armor helmets soldiers wore us big dorks decided put put helmets armor stood windows front shop waved people ladies working craft shop laughing us us laughing fell laughing hard point people working laughing anymore mad fallen wearing armor came told us take needed leave told us end trip made many memories wait return following year opinion laughter important relationships healthy means sometimes need words express feel returning looking forward many new memories laughs share,22,17,39
367,8,21171,month experienced laughter grand scale recall memories correctly event began day family gathered celebration day began normally busy attempting prepare feast lobbying around careless oblivious world around even able work parents complete preparations day sudden burst joy finally burst laughter joy came without reason sanity enjoyed people family looked upon confused eyes bewildered actions expressions kept distance though continued still felt sense worry lost mind would lose faith social prowess day noticed different side side wish would vanish never look mirror unto see sane person use acknowledge day bizarre unkind gesture made among peers attempted apologize actions although first attempt seemed startle seemingly due nature conversations excuses made short interviews onward continued life oblivious surroundings yet differed earlier life felt kind gentle side released relentless stress lifted shoulders allowed continue daily life noticed another person burrowed soul alter ego coming light possessing body alter ego gave name new emotions came accomplished great feats even today sometimes comes times accomplished feats knowledge endurance gives strength providing promise laughter peers surrounding view another person say however another part never day side come light clearly promise believe person personality within us empowering us drive forth never look back end,20,15,35
368,8,21174,laughter shortest distance two people thing done since birth laugh laughter something incredible world human existence something relieves awkward situations brings people together makes life little bit easier laughter something everyone shares common people find laughter different things others still laugh together many times life laughter helped tough situations brought close someone made life enjoyable remember trying volleyball team first day tryouts really nervous know anyone never even heard people going competing one thing knew though shared common goal making team successful tryouts began felt like wondering even ignored kept working hard tryouts went okay rest week still something feel right still felt like belong last day tryouts girls warmed little still felt little uncomfortable last practice time announce teams really nervous cause make everyone hated team announced names beginning give hope said name excited girls seemed annoyed name getting called got home told parents excited told really know anybody kind felt like outsider asked tried talking anyone said really try talking thought mom told could get know put thought realized really ignored much ignored also really cool person fun around reason crawled shell time decided next day practice would put next practice showed partnered girl named awkward first quiet passing ball back forth started talking making jokes laughed laughed great time rest practice went great awkward moments faded away laughter worked hard joked around laughed really felt like bonding laughter brought us together time felt like far away different really like fun laughing together showed us much common believe day laughter brought team together never forget day day learned important laughter relationship getting know someone well brings people together season volleyball made many new friends also learned valuable lesson awkward situation always turned around laughter today still talk girls team still today laugh together known someone mean fun laughter fade away believe get stronger whenever meeting new people always try break ice lighten mood something funny think big point lives happy fun laugh togther exactly plan,20,22,42
369,8,21175,day day people laugh many different reasons laughing know times everyone lives need laugh maybe upset make situation comfortable get know someone better even get conversation started years old finally hired job employee youngest guy crew make impression know first days awkward silent nervous kept thinking belong know anyone knowwhat one hottest days year finished work day everyone crewwas going river planning going one guys also going school came said hey need ride river laughed could give ride house grab pair shorts replied lend pair said think pair fit fat ass replied lets go said walked truck went house noticed something soon got truck bottle thought coffee asked need coffee morning said talking replied bottle said dumb ass coffee chew spit repliedi left got house walked garage cutest dog ever seen name followed us though house gave tour handed pair shorts went way met back work went first time going river saw much property never seen went past hay barn gravel road gate led river never seen gate riding bed truck bouncing around road many ruts reach river everyone starts changing bosses daughter crew leader girlfriend glance dressedand crew leader looks says turn around tossing cooler try cooler throws butt everyone starts laughing even comes helps says looking cousin girlfriend looked hell aint got chance hooking anyway replied everyone laughed started day river great mood sit around listen music talking fun start floating river go us trying finally us sore rocks rears log see sitting river climb top try back flip show course perfectly river us start jumping good old time starts get dark get bank start walking back everyone going different way know best way back finally make back go house reach house decide going eat get order says know kinda worried never spoke nothing say replied know gonna get trouble checking guys family girl said know cant help replied looked cousin winked balls glad crew said knew finally welcomed night stayed sat watching joking back forth looking back see good sense humor go long ways creates good relationship olderto,18,20,38
370,8,21176,laughter friends connect time became friends lot know new class know anybody kinda awkward feel like loner try make best situation try make new friends always best get chance make laugh first take baby steps laugh together seems like closer end semester really like class want made good friend next semester find class person like class move realize guys kinda grow apart never see never talk gets kinda awkward way started friendship really accident know many people class people know really friends sat long awkward silence us two made joke started laugh next thing know within week would talk soon enough hung half way semester would get trouble class talking much started realize starting best friends semester went hanging one would hang sometimes time semester almost know classes thought would split day got schedules talked seen classes seen one class together excited first day second semester went art class together laughing whole time end period told want class shes artsy type person went sixth period wondering actually going switch like said end sixth period seen told got switched went class wanted know people class still knew going lose friendship would never see couple weeks last semester hardly ever talk sometimes gets awkward around like used laughter became friends classes tore us apart,19,15,34
371,8,21177,mood sweet room worm family friends except brother time hell really remember going guess age whatever getting back story looking around story house trying find brother reason time seems impossible hear back ground family laughing little year old running full speed hallways opening closing doors rooms hes never also shouting top lungs finded one door open beginning hallway every one sitting standing little boy comes running hall panic find brother opens door pops brother wearing scary monster mask says get tonight eat dinner know told ate dinner fast ended throwing scared going come night funny thing happened life funny thing,12,15,26
372,8,21178,laughter important opinion laughter important could laughter affect someones life also laughter important laughter important many reasons relationship every day life ones life would world laughter world would dry dull helps connect people together sense humor good sense humor important days lot people use sarcasm laughter people could could feel hurt however people feel hurt sense humor way shape form people heard saying takes muscles frown smile true factual fact glorious relationship best thing significant affectionate sharing laughter together brings us closer point laughter communication sense humor important thing relationship people would want someone bores make laugh sad sure want laughter brings great communication skills laughing someone shows type opinion subject talking relationship could imagine laughter would feel person laughter would feel knowing person love humorous like laugh often handle would want love someone funny great sense humor laughter important many reasons would rather around ecstatic people someone brings consider laughter one important things life relationship significant brings us closer people ask ever get old happy time course would say defense would someone think way phenomenal mood time would amazing place would want life partner opinion would think almost everyone would feel close saying however people opinions laughter important titled opinion know people like cheery mood would prefer sad time care laughter could raise,15,16,31
373,8,21179,think day laughter element think one worst days life plans break girlfriend morning decision final going reason woke felt sick day everything falling apart around went girlfriends house broke next day smile save life whole day friends making smile showing cared next day felt much better smiling laughing like nothing ever happened day friends telling jokes really stupid made laugh much throughout upcoming weeks met another girl anymore positive life smile laugh need live life sadness positive smile laughter important one go day without lets lives lives fullest put past behind us think bright side smile,15,16,31
374,8,21180,high school basketball team best team one thing ability make laugh start school held try outs teams decided graduating seniors players coming team brand new full different ages players civil practices best friends wanted hang outside practice team decided take retreat beach stay weekend went leave beach phones taken assigned seats cars trip seemed like going long one phone arrived house found somewhere relax shower sleep team ended living room conversing coaches sat floor recalling stories game funny stories past time finished telling stories reached everyone house either tired hungry sat floor complaining tiredness hunger started turn attention starting go tirade hungry opinion thought house staying already stoked food us got food continued rant became mad made us laugh harder harder finally reached point steak chicken mother freak cabinets proclaimed point coaches players started laughing uncontrollable understand funny kept laughing laughing fact said steak chicken cabinets outburst laughter continued next five ten minutes finally started calm came stairs missed everything happened went fill stopped us counter look cabinet said hesitantly got counter slowly started open cabinet opened cabinet looked inside could see chips turned around looked asked turned sat smiling finally answered question chips right said everyone room started laughing confused asked counter could chips sitting next counter whole whole basketball team started laughing got counter chips hand continued laughing kept talking happened next minutes everyone finally started settle beds still moments said first spent beach us realized going beach making memories together brought together two common things love basketball ability able come together team memories shared kitchen today still others nerves sometimes lose tempers another always laugh crazy things happened trip thing laugh happened kitchen,20,19,40
375,8,21181,regular day special day supposed start state writing tests necessarily worried due fact always done good state testing never failed test state testing pretty much regular day know awaited computer lab thanks new state testing laws take writing test computer place school enough computers whole class take either computer lab old computer lab know used computer lab already hyper mood sense humor normally cheers puts hyper mood walking computer lab started cracking jokes mainly everyone else add effect reached computer lab door locked waited lock door come computer lab made jokes little know real humor awaiting computer lab got door unlocked come sit seat desired followed next next remember trick computer push goes different screen push put computer sleep tried couple times looking would always swat hand away decided best way pull trick make forget least expecting minutes later planned trick tried caught looking away pushed went different screen pushed plan worked turned around right soon computer going sleep freaked started cussing hitting thought mildly funny got couple laughs nothing could prepared happen woke computer got started test asked laughing told seen put computer sleep flipped laughed went back test two minutes went tapped shoulder looked asked kid said sat straight looked asked computer held power button shut computer right middle test thought going cry funny started laughing loud possible course happy told quiet matter little scolding compare funny ended going back tests hope good really need grade pass,15,22,40
376,8,21182,ever mood stop laughing matter stop problem good friend together time talking random things find hilarious luckily teachers two classes together classes sit next though teachers luck much day allowed move seats around new spot class girl sitting next moved sat next like girl much spoke said sit next grabbed stuff unusually quick manner came sat next funny thing sat said saved life reason started laughing non stop control honest funny guess way said saved life glad sits next would boring sit next good time class end day ready go home sit next taking notes pass notes back forth talk everything predicaments teenage girl runs high school boys parents pretty much tell everything good friend years become closer closer friends last year least three four classes together classes together previously become acquainted open things tell everything tells everything one reason think become good friends find things funny interests things good friend glad friend laughter shortest distance two people going definitely agree,15,16,31
377,8,21183,hi name ordinary girl story like every girls writing story means something would like share honestly depend good laugh day without laughter life would never laughing brought today made person brought friends people love example use laughter boyfriend like couple fun stuff together argue worst part fight like everyone else hard time good times hard times start wake wake still really dark outside smell fresh air makes feel refreshed always feel like happiest girl world little wake text good usually always talk times comes see see school see happy toes curl go walk talk everything anything life point thinks time say something funny make fun look wearing say find hurtful many times might even say something mean back help makes worse long goes maybe seconds start fight understand hurt care tells done nothing wrong try explain listen stop trying realizes hurt happened bothered fine going fight anymore stop explaining things enough gone mind cry gives dumbness look makes everything worse course fight breaks gets even worse yelling screaming tears mean rotten words tossed place mess usually storm middle cause cant take anymore finally time goes talked day anything say eventually someone gets nerve talk say something another still us edge say something stupid funny lighten mood anything see smile face even done wrong still love cant stand like anymore course smiles looking makes happy laugh ask hug hugs even answer say matter apologizes explains couple things feel bad cause hate stress fight work see laughter might depressed without laughter things would harder complicated good laugh simple joke ease things make lot better life want people understand small laugh day change day big way change life major way things come across hard rough look back life see done realize laughed something one days even though done brought back,18,18,36
378,8,21185,true say time flies fun particularly warm rehearsal session wonderful production bringing best friend cheap delicious food talked ate eventually time go walking stairs get back doors building asked needed help play matter fact said enthusiastically need ladies costume absolutely idea meant felt position potential one question said little confused replied slightly amused exactly going asked changed course headed costume room could introduce would boss next two weeks arrived find already gone home night little exasperated told basic idea job basically going happen going charge changing rooms costume changes stage said quickly okay replied confidence began talk would said go break tomorrow morning learn everything need said hurriedly ran theatre could hear lead play beginning lines younger vulnerable years father gave advice left feeling happy excited felt months next morning made way theatre located school previously attended felt odd going back time completely normal even comforted knowing could see friends everyday could hug laugh could social interaction something online school lacking walked theatre soon bombarded excited people asking hugging tight helping costuming said excited broke away group people found stage directing lighting people talked took costume room waiting classy looking lady wore light grey cardigan colored top corduroy pants sensible shoes immediately started tell duties going day going watch rehearsal today get feel going handed pen pad paper notes lighting ques kind thing said walked wondered auditorium took seat second row seats lights lowered rehearsal began younger vulnerable years father gave advice knew end day come hurry leave actors crew amazing job play knew work cut end worked beautifully good shows shows important part experience time got spend people love going miss much sitting room alone school work consumes happiness laughter internet hand lined help next two productions going old school mine,20,22,42
379,8,21186,life share many moments laughing enjoying sweet gentle sound chorus people life share laughter bring instantly enjoyment matter unbearable struggles life many moments life became enjoyable laughing smiling one moment sticks others moment grandpa passed away best white snow thing gleaming day everyone family smiling thankful grandpa survived sudden heart attack happened week knew time near make last great one end grandpa sweetest old man could always make smile matter sad man enjoyed laughter grandchildren made sure made impact lives though one laughter made largest impact everyone dad side family drove hills destination house house covered decor gleaming happiness one us held inside us grandpa first walk leaped arms said love grandpa heart merry smiled began tickle like always ever since little grabbed hands began twirling around humming favorite song twirling tune favorite song laughter broke happened looked straight grandpa eyes saw love always said laughter young child always bring joy anyone even cruelest people still twirling family members walked house smiled laughed us care going great nothing could ruin us everyone got house sat living room sharing stories old good times shared knew grandpa needed eyes could see happy family could put away hardships going allow sit family enjoy everyone laughing remembering stories made family aunt one knew heart could even act grandpa sat laughed filled enjoyment watched daughter best dinner almost ready grandpa sat dinner table began playing game always played got underneath table hopped random seats acting like cat grandpa would always say food would go sit next meow side would laugh one else understood bond grandpa matter every holiday ones always laughing enjoyed life never let anything us one family understood enjoyment helped live life way dinner served took normal seats mother food looked amazing like usual grandpa sat right across like always would made unusual faces laughter filled room made even better finishing dinner grandpa got walked door looking outside beautiful landscape covered white blanket walked side looked smiled said never realize beautiful things life life fading beautiful thing laugh always brings joy heart could hear one sound would laugh could see one thing would smile happy grandpa glad got live see grow beautiful sweet girl always remember enjoy ever moment especially moments ones love,21,18,39
380,8,21188,allot people say laughter big part relationship agree allot people always laugh every relationship laughter big component make someones day greatest day ever always someone bad time school home place see someone like always cheer like saying something nice even saying something like hope good day give smile put bad thing avoiding laughing aside made day sharing smile laughter allot people need someone go going hard situation problem going cant go alone home even school need someone talk share feelings shoulder cry always makes someone feel good letting pain inner self others need make someone going hard time smile laugh always something healthy relationship way offer person pain sad e healing reminds true story know one time girl elementary school happy girl shared laughter happiness others someone anyone could go problem needed someone talk one nicest girl school everyone liked tended always show love respect others always seemed life perfect worries full joy child family course parents would always give wanted least thought came school except girl never missed day school strange every person must sick thought except missed another day another another starting think moved away probably never coming back next week showed happy see missed girl except something different laughing smiling anymore lost sparkle made different thought wrong finally found gone mom past away sad know say happy one day another mom anymore thought parents share happiness share others right back gong hardest time life happy sharing happiness others always greatest thing someone never know kind things going need someone make smile laugh,17,20,37
